"","LastName","value","L1"
"1811","Salvi","V",4715702
"1812","Gay","B",4728857
"1813","Nagay","B",4797249
"1814","Ioannovich","J",4724522
"1815","Krauss","M",4755333
"1816","Fleischmajer","R",4266826
"1817","Bureau","H",4702952
"1818","Lösch","GM",4540521
"1819","van der Meulen","JC",4688231
"1820","Huffstadt","AJ",4688227
"1821","Wroblewski","BM",4694161
"1822","Pulvertaft","RG",4571511
"1823","Hueston","JT",4521078
"1824","Hunter","JA",4593854
"1825","Reumert","T",4589102
"1826","Vijanto","JA",4584528
"1827","Fogarasi","D",4512786
"1828","Chase","RA",4563083
"1829","Dupont","C",5083667
"1830","Wilson","WF",4533414
"1831","Ioannovich","J",5084265
"1832","Glatzel","W",4642338
"1833","Hazelwood","JG",4668428
"1834","Ogdon","C",4115854
"1835","Early","PF",4116807
"1836","Günther","O",4634251
"1837","Dubois","G",5078175
"1838","Clark","C",4115259
"1839","Hunter","KR",4115052
"1840","Horváth","G",5064177
"1841","Gay","S",4559975
"1842","Müller","U",5072111
"1843","Revach","M",5051787
"1844","Calberg","G",5044110
"1845","Barclay","TL",5040340
"1846","Flam","M",5030180
"1847","Struchkov","VI",5048105
"1848","Pojer","J",5019444
"1849","Sakellarides","HT",5041814
"1850","Ketchum","LD",4551364
"1851","Berg","E",4335505
"1852","Lorthioir","J",4551156
"1853","Comtet","JJ",5043659
"1854","Chouchkov","H",5033788
"1855","Gabbiani","G",5009249
"1856","Bridgman","JF",5008469
"1857","Lipiński","J",4664976
"1858","Wassilev","W",4648425
"1859","Wilhelm","K",4644570
"1860","Mikkelsen","OA",4642708
"1861","Degen","IL",4634212
"1862","Shaw","DT",4560069
"1863","Anastasatu","C",4538033
"1864","Buchan","JF",4536904
"1865","Koob","E",4121096
"1866","Quetglas","J",4119065
"1867","Rukavina","K",4117877
"1868","Kipikasa","A",4112400
"1869","Nigst","H",5158870
"1870","Itani","Z",5158334
"1871","Frank","IN",5116297
"1872","Tubiana","R",5157743
"1873","Jung","Y",4329939
"1874","Bauer","M",5124356
"1875","Horner","RL",5097775
"1876","Schink","W",5571619
"1877","Schäbitz","J",4107796
"1878","Bianchi","V",5570485
"1879","Buturlina","VF",5156857
"1880","Gonzalez","RI",5563816
"1881","Aron","E",5109396
"1882","Rovetta","G",5317289
"1883","Cornand","G",5144782
"1884","Lazarini","HJ",4401750
"1885","Viljanto","J",4254138
"1886","Wilhelm","K",5558743
"1887","Honner","R",5578220
"1888","Prokop'ev","NIa",5207038
"1889","Lenggenhager","K",5163118
"1890","Verstreken","J",5098558
"1891","Stack","HG",5574686
"1892","Février","JC",5562245
"1893","Narycheva","OA",5561096
"1894","Rhode","CM",5550334
"1895","Shul'tsev","GP",5562406
"1896","Sinkarenko","IN",5111342
"1897","Hueston","JT",5098337
"1898","Ievlev","VA",5127295
"1899","Schröter","G",5575605
"1900","Vuopala","U",5552618
"1901","Hetzel","R",5539015
"1902","Rhode","CM",5538727
"1903","Szendröi","M",5173470
"1904","Sturm","M",5152896
"1905","Zachariae","L",5136052
"1906","Blokhin","VN",5115313
"1907","Jouve","O",4935301
"1908","Dalinka","MK",5492587
"1909","Nagay","B",4922139
"1910","Bianco","C",5483299
"1911","Mammucari","R",5478551
"1912","Bruner","JM",5520742
"1913","Berger","A",5521153
"1914","Berger","A",5514325
"1915","Millesi","M",5447792
"1916","Su","CK",5433067
"1917","Field","PL",5272611
"1918","Swash","M",5463538
"1919","Strack","E",5515092
"1920","Spring","M",5267652
"1921","Tichý","A",5461831
"1922","Jílek","M",5445711
"1923","Field","PL",5428674
"1924","Pierre","F",5422882
"1925","Lequesne","M",5419952
"1926","Schiavetti","L",5446812
"1927","James","JI",5436201
"1928","Eicher","E",5538428
"1929","Brüchle","H",5538421
"1930","Lipiński","J",5538227
"1931","Zachariae","L",5502407
"1932","Zachariae","L",5477544
"1933","Kubicz","J",5457385
"1934","Pojer","J",5423197
"1935","Zachariae","L",4926013
"1936","Kipikasa","A",4195450
"1937","Zachariae","L",5372727
"1938","de Larrard","J",5400408
"1939","Dylevský","I",5363427
"1940","Shiraishi","S",5390465
"1941","Dubois","G",5365417
"1942","Libon","JC",5376512
"1943","Barker","SA",4242211
"1944","Pastremoli","A",5346508
"1945","Delpuget","J",5402187
"1946","Guillamon","JL",5194486
"1947","Jakubík","J",5792504
"1948","Theisinger","W",4097420
"1949","Doyle","JR",5798498
"1950","Heuston","JT",4891593
"1951","Tasca","G",5396748
"1952","Tubiana","R",4247554
"1953","Dörken","H",4178722
"1954","Koens","L",5769004
"1955","Duperrat","B",5809281
"1956","Gonzalez","RI",5804489
"1957","Zachariae","L",5400221
"1958","Ağbaba","S",5398999
"1959","Morozova","GP",5309835
"1960","Krampac","I",5193778
"1961","Okoniewski","R",4983333
"1962","Nigst","H",4141972
"1963","Dylevský","I",5711322
"1964","Jakubík","J",5706977
"1965","Göb","A",5705573
"1966","Furlong","R",5726025
"1967","Aron","E",5724620
"1968","Tubiana","R",5683795
"1969","Becton","JL",5682498
"1970","Leake","CD",5676501
"1971","Reichmann","W",4878354
"1972","Williams","JL",5679004
"1973","Dupuytren","BG",4878463
"1974","In der Au","HJ",5733031
"1975","Kuczynski","K",5726917
"1976","Phelan","JT",5673066
"1977","Hueston","JT",5667452
"1978","Mayer","EG",5679743
"1979","Bäumer","A",5670264
"1980","Cécile","JP",5678484
"1981","Ludvik","W",5654315
"1982","Jokić","N",5188259
"1983","Traut","EF",4230883
"1984","Niederland","WG",4869140
"1985","Vogl","A",4173858
"1986","Papelard","A",5757363
"1987","Bezukhov","IM",5738793
"1988","Horváth","G",5690306
"1989","Kipikasa","A",5654460
"1990","Michálek","V",4871590
"1991","Costa","G",5709248
"1992","Maza","RK",5672291
"1993","Boyes","JH",5644612
"1994","Bruner","JM",5644445
"1995","Tasić","D",5192780
"1996","Küper","M",4232560
"1997","Dahmen","G",4173605
"1998","Iselin","M",5715732
"1999","Cagnoni","M",5713068
"2000","Ledoux","A",5702706
"2001","Calberg","G",4922075
"2002","Uebermuth","H",4188995
"2003","Dilşen","G",4184529
"2004","Wray","JB",6081059
"2005","Oberwittler","W",4233085
"2006","Rhode","CM",6061280
"2007","Slater","RM",6055723
"2008","Schiavetti","L",5622863
"2009","Rhomberg","HP",5589331
"2010","Shimomura","H",5627106
"2011","Weitgasser","H",5591425
"2012","Morley","GH",6059065
"2013","Tuzi","T",5617957
"2014","Shimomura","Y",5582313
"2015","Keusséoglou","A",5244416
"2016","Zakharov","AV",5612689
"2017","McGregor","IA",5341268
"2018","Cagnoni","M",4992802
"2019","Dickie","WR",6031149
"2020","Ziliotto","G",5608429
"2021","Repossi","G",5607017
"2022","Tubiana","R",6025689
"2023","Dickie","WR",6025688
"2024","Millesi","H",5593460
"2025","Vogl","A",5584624
"2026","Gosset","J",5618786
"2027","Skoog","T",5336808
"2028","Blinov","NI",5612676
"2029","Tarantola","A",5605871
"2030","Belz","W",6037112
"2031","Hamilton","WK",6071121
"2032","Bartkowiak","E",6065737
"2033","Jakubowski","J",6065736
"2034","Valentin","P",5605839
"2035","Zachariae","L",5605144
"2036","Dahmen","G",5590882
"2037","Razemon","JP",5587123
"2038","Dabrowski","T",5582579
"2039","Bogdanov","B",5189325
"2040","Mikkelsen","OA",4974038
"2041","Koschitz-Kosic","H",4173249
"2042","Thiébaut","F",4168876
"2043","Zachariae","L",5977928
"2044","Tajima","T",6010202
"2045","De Becker","R",5994984
"2046","Dahmen","G",4231570
"2047","Dahmen","G",4231569
"2048","Azzini","N",5999856
"2049","McFarlane","RM",5331938
"2050","Jakubík","J",5975119
"2051","Stiles","PJ",5913136
"2052","Wegmann","T",5990942
"2053","Dahmen","G",5927490
"2054","Wallace","AF",4952881
"2055","Ardillo","L",4868154
"2056","Ehlers","G",5963475
"2057","Bobkó","G",5997706
"2058","Lewis","GK",5931903
"2059","Bitter","J",5916565
"2060","Solursh","LP",5933060
"2061","Blinov","NI",6001204
"2062","Corsi","M",5985683
"2063","Burch","PR",5937596
"2064","Despierres","G",5931669
"2065","Tylicki","M",5945929
"2066","Hakstian","RW",5931594
"2067","Iselin","M",5906956
"2068","Halliday","DR",5903706
"2069","Federzoni","F",5944458
"2070","Witt","AN",5342293
"2071","Nazari","B",5215562
"2072","Sebellin","O",5881412
"2073","Rott","Z",5865739
"2074","Jakubík","J",5862184
"2075","Pussant","A",5850310
"2076","John","H",5899864
"2077","Emmrich","R",5869266
"2078","Ipbüker","A",5880301
"2079","Dabrowski","T",5848453
"2080","Wallace","AF",5846729
"2081","Webb-Jones","A",4284876
"2082","Gossrau","G",5893757
"2083","Davis","JE",5318808
"2084","Usol'tseva","EV",5869052
"2085","Mounier-Kuhn","A",5840872
"2086","Mantero","R",5840556
"2087","JOLY","JP",14294045
"2088","MARSANO","R",14346254
"2089","PREUSS","EG",14305233
"2090","PAYNE","RL",14300575
"2091","DUPONT","C",14299666
"2092","HOOPES","JE",14294142
"2093","ROSENBAUM","EE",14271981
"2094","SCATAFASSI","S",14344849
"2095","LICK","RF",14331810
"2096","POZZI","LL",14336348
"2097","OLESEN","E",14294396
"2098","SHAW","MH",14283446
"2099","Mattioli-Foggia","C",5837063
"2100","GILLIES","WE",14274390
"2101","KHAMRAEV","ShSh",14279275
"2102","EYLER","R",14276554
"2103","HUESTON","JT",14263949
"2104","Pushkareva","AA",5842909
"2105","FOSCARINI","N",14310510
"2106","GELDMACHER","J",14290040
"2107","KLEMENCIC","H",14331224
"2108","BASSOT","J",14330118
"2109","LOGACHEV","KD",14270054
"2110","Montenero","P",5881918
"2111","Millesi","H",5325258
"2112","Millesi","H",5325027
"2113","Gottlieb","O",5214011
"2114","Dörken","H",4165755
"2115","SIVANOVA","Z",14253804
"2116","WECKESSER","EC",14246134
"2117","CURRARINO","G",14237489
"2118","DICKSON","JW",14213574
"2119","SIEGENTHALER","P",14335462
"2120","BAIN-RIB","MA",14312007
"2121","DUPERRAT","B",14271120
"2122","GOSSET","J",14243715
"2123","ZARAFONETIS","CJ",14224774
"2124","GOSSET","J",14245945
"2125","SPEISER","P",14316597
"2126","VANWETTER","P",14230447
"2127","ZANCOLLI","E",14236360
"2128","GORDON","SD",14218960
"2129","ROAF","R",14216836
"2130","SEIFFERT","KE",14323001
"2131","SEIFFERT","KE",14309468
"2132","KLUNKER","W",14300003
"2133","TUBIANA","R",14198138
"2134","WEESE","K",14256032
"2135","WALTHER","H",14252655
"2136","MCCASH","CR",14191131
"2137","KLUNKER","W",14236453
"2138","CUBUKCU","OC",14185364
"2139","GALLIZIA","F",14171347
"2140","TUBIANA","R",14186373
"2141","LETTIN","AW",14167627
"2142","STOYLE","TF",14167626
"2143","REPOSSI","G",14159579
"2144","SHAW","MH",14145049
"2145","BARCLAY","TL",14145046
"2146","Wegmann","T",5878729
"2147","MORI","G",14192202
"2148","JANISCH","K",14214993
"2149","BELLMANN","G",14212367
"2150","GALLI","P",14174365
"2151","ALMENARBENAGES","L",14158330
"2152","KINIFFO","V",14142237
"2153","ZOBEL","K",14153611
"2154","RECHNAGEL","K",14096890
"2155","TUBIANA","R",14110402
"2156","BAUMGARTL","F",14130000
"2157","ZACHARIAE","L",14284184
"2158","HUESTON","JT",14192149
"2159","KUKLA","D",14188671
"2160","PIGUET","B",14184741
"2161","DELBRUECK","A",14181426
"2162","EL-MAGHRABY","A",14162547
"2163","KRONBERGER-SCHOENECKER","D",14157147
"2164","BARINKA","L",14155985
"2165","CHERNAVSKY","VA",14134962
"2166","CHANUT","JC",14126541
"2167","EHLERS","H",14124642
"2168","HUSLAROVA","A",14114715
"2169","CORNAGLIA","C",14158412
"2170","TOPALOV","PD",14149305
"2171","FRACKELTON","WH",14084941
"2172","GOLDBERG","J",14083125
"2173","LING","RS",14074318
"2174","RICCI","N",14112416
"2175","GELDMACHER","J",14092514
"2176","TUBIANA","R",14091266
"2177","FREEHAFER","AA",14077984
"2178","MARSICO","G",14083526
"2179","PEREIRA","OM",14084084
"2180","SIELER","H",14077579
"2181","PULVERTAFT","RG",14043688
"2182","CLARKSON","P",14042757
"2183","CHANUT","JC",14020107
"2184","MONEKOSSO","GL",13936017
"2185","CZIPOTT","Z",14024469
"2186","ISELIN","M",13956773
"2187","GUILLEMINET","M",13963432
"2188","ANTONUTTI","A",14013395
"2189","VILAIN","R",13997219
"2190","SECONDO","G",14061187
"2191","SKOOG","T",13989094
"2192","OLIVE","JM",13939983
"2193","KAMINSKI","J",14310981
"2194","MIESZCZANSKI","A",14111821
"2195","KARTIK","I",14068340
"2196","KVICALA","V",14049942
"2197","KVICALA","V",14049941
"2198","HUESTON","JT",13955493
"2199","MUNZENBERG","KJ",13936681
"2200","KAUFHOLD","N",14031363
"2201","CURTIN","JW",14024346
"2202","VAIN-RIB","MA",13995756
"2203","MATEV","I",13933560
"2204","SUBER","WJ",13918099
"2205","WIELINGA","WJ",14006800
"2206","MACCALLUM","P",14467751
"2207","HARTLEY","FK",13904991
"2208","DEMING","EG",13885340
"2209","HUESTON","JT",14449733
"2210","MEAGHER","SW",14471920
"2211","JOLICOEUR","A",14452176
"2212","HUESTON","JT",14449732
"2213","WILSON","JN",14007385
"2214","TEODORESCO","S",13980590
"2215","CHERNAVSKII","VA",13878725
"2216","PAESLACK","V",14038148
"2217","HAMLIN","E",13904125
"2218","BEDOGNI","C",13866473
"2219","GELFARB","M",13897603
"2220","LEWIS","GK",15445813
"2221","NIKOLOVA","L",13938693
"2222","MATEV","I",13933559
"2223","ERLANGER","D",13890600
"2224","LEDOUX","A",14463448
"2225","RIORDAN","DC",14492405
"2226","BERGONZELLI","V",13867782
"2227","PAVONE","M",14484646
"2228","CORLETTI","SC",13881347
"2229","WEESE","K",13783724
"2230","WEGMANN","T",15445594
"2231","HUESTON","JT",13716568
"2232","COSTE","F",13695837
"2233","AGUSTONI","CB",13681743
"2234","LAWTON","RL",13759727
"2235","HEINEMANN","G",13712921
"2236","FREILINGER","G",13701693
"2237","NEUSCHAEFER-RUBE","R",13728568
"2238","SCHINK","W",14498442
"2239","SIERRA","AJ",13989000
"2240","MATEV","I",13768056
"2241","SCHROETER","G",13748694
"2242","ISELIN","M",13717968
"2243","CLARKSON","P",13693916
"2244","ASBOE-HANSEN","G",13684656
"2245","HEYSE","WE",13714099
"2246","JAHNKE","A",13789194
"2247","DEMERS","R",13721744
"2248","WEGMANN","T",13783741
"2249","WEBSTER","GV",13843340
"2250","VENTURINI","G",13780747
"2251","HAMPL","K",13711115
"2252","VOLKMANN","J",13781977
"2253","DUEBEN","W",13724764
"2254","HEIM","W",13712861
"2255","DE DOMINICIS","G",13720481
"2256","WANG","MK",13842799
"2257","STEIN","A",13834082
"2258","SCHMITT","HW",14443146
"2259","STEYER","A",13834634
"2260","RENARD","G",14437315
"2261","MIRABET","V",14422825
"2262","LAGIER","R",14413428
"2263","D'ANGELO","GJ",13813582
"2264","CALATI","A",13806871
"2265","EL-BANHAWY","A",13726291
"2266","RASIN","F",14436337
"2267","KELLY","AP",14405286
"2268","VAN DEMARK","RE",13841002
"2269","DE GREGORIO","E",13814762
"2270","FRANCON","F",13824471
"2271","GOSSET","J",13851386
"2272","FRANCON","F",13824470
"2273","LORENZEN","J",14418301
"2274","GORDON","SD",13662933
"2275","LUCK","JV",13664703
"2276","CELIKOGLU","S",13808750
"2277","HEIM","W",13671684
"2278","SHINKARENKO","IN",13667268
"2279","FRANCON","F",13658258
"2280","BARCLAY","TL",13645251
"2281","BARLETTA","LP",13796829
"2282","WEESE","K",13652634
"2283","Touzard","J",13655799
"2284","ASTIZ","JM",13794878
"2285","PIETRABISSA","G",14432888
"2286","PARRINI","L",14430593
"2287","KOHLER","CJ",14410540
"2288","HOWARD","LD",14403457
"2289","TESSARI","L",13837569
"2290","MACMAHON","HE",13662827
"2291","Weissenbach","R",13647994
"2292","GOSSET","J",13622195
"2293","SHUSHKOVSKII","II",13615562
"2294","SCHLEGEL","JJ",13610198
"2295","DI PORTO","A",13597963
"2296","BORGES","A",13628405
"2297","BUFF","HU",13592764
"2298","SALMON",NA,13621775
"2299","MARS","G",13586633
"2300","LARSEN","RD",13549515
"2301","TESCHENDORF","W",13551822
"2302","Nezelof","C",13556007
"2303","FURLONG","R",13542430
"2304","ASTIZ","JM",13601495
"2305","ROODENBURG","AI",13507735
"2306","BRIANTSEVA","LN",13550424
"2307","McINDOE","A",13487940
"2308","LAGIER","R",13527435
"2309","LE CHUITON",NA,24545031
"2310","GRENDA","J",13547339
"2311","EUFINGER","H",13503573
"2312","VOROB'EV","VN",13544046
"2313","ABRAHAM","JC",13490213
"2314","LE CHUITON","M",13516398
"2315","SAN MARTINO","A",13516863
"2316","ABRAHAM","S",13496887
"2317","BANG","J",13455950
"2318","DE SEZE","S",13518950
"2319","WALTERS","JH",13455701
"2320","BUGNI","LD",13439376
"2321","HUFFSTADT","AJ",13451777
"2322","WEBSTER","GV",13484489
"2323","SNYDER","CC",13444638
"2324","PALETTA","FX",13438800
"2325","BOHLER","J",13437362
"2326","SORENSEN","KH",13431012
"2327","BIANCO","T",13440645
"2328","SCARFI","G",13462019
"2329","HOLLENDER","L",13433132
"2330","SAN MARTINO","A",13500535
"2331","GROSS","F",13498701
"2332","DEMETRAKOPOULOS","NJ",13494646
"2333","BELLI","L",13489840
"2334","KOSTIA","J",13470398
"2335","ROSENAUER","F",13445107
"2336","HOFMEISTER","F",13404683
"2337","GORDON","S",13396193
"2338","SKOOG","T",13389045
"2339","MOORHEAD","JJ",13378658
"2340","MONTUORI","R",13390519
"2341","FRANCON","F",13432447
"2342","CORDREY","LJ",13365920
"2343","MOORHEAD","JJ",13362726
"2344","DAVIDSON","CS",13369671
"2345","COVINO","J",13357792
"2346","OTT","A",13392859
"2347","BLUM","P",13396477
"2348","LAGIER","R",13350111
"2349","CRAWFORD","HR",13324668
"2350","GIAUNI","G",13370922
"2351","WIERZBICKI","J",13349562
"2352","MCCASH","CR",13315971
"2353","KARTIK","I",13335196
"2354","ARIEFF","AJ",13288764
"2355","KHOLEVICH","Ia",13439798
"2356","WASSERBURGER","K",13360519
"2357","ZAGNONI","C",13343480
"2358","BENASSI","V",13343479
"2359","BUREAU","Y",13329672
"2360","TOPALOV","PD",13322448
"2361","ISELIN","M",13285072
"2362","BROADBENT","TR",13281406
"2363","TUBIANA","R",13271462
"2364","HINES","RA",13263169
"2365","FRANCON","F",13311235
"2366","FINNEY","R",13269766
"2367","ZACHARIAE","L",13292033
"2368","CONWAY","R",13266554
"2369","YOST","J",13258948
"2370","PFANDLER","U",13282659
"2371","HERMANN","H",13282347
"2372","BERTHELSEN","A",13247496
"2373","LANGSTON","RG",14381645
"2374","GIAUNI","G",13255049
"2375","HOULI","J",13249844
"2376","GOHRBANDT","E",14383153
"2377","FRANCON","F",14386611
"2378","MORENO BLANCO","E",13323554
"2379","FRANCON","F",13255358
"2380","HILBERS","B",14369639
"2381","HARRISON","MH",14371563
"2382","VAN DEN BOSCH","J",14356280
"2383","BEDINA","GE",14395540
"2384","GOETZEE","AE",14351738
"2385","RUTISHAUSER","E",13337300
"2386","ALLEN","RA",13233265
"2387","CALLOMON","FT",14374873
"2388","ISELIN","M",13209969
"2389","GUTZEIT","K",13235186
"2390","MAZZONI","G",13224915
"2391","GORDON","S",13208116
"2392","GUTZEIT","K",13223241
"2393","GILSTON","RJ",13191503
"2394","ALLDRED","AJ",13189853
"2395","FRANCON","F",13186554
"2396","BOYES","JH",13158732
"2397","BENES","B",13208889
"2398","Francon","F",13195407
"2399","OLDFIELD","MC",13167054
"2400","PESKOVA","H",13150370
"2401","ISELIN","M",13178512
"2402","BECK","W",13165474
"2403","BERRY","EP",13145330
"2404","SCHJELDERUP","H",13146667
"2405","FOLDI","M",13166255
"2406","RICHARDS","HJ",13130626
"2407","FRANCON","F",13145555
"2408","PEDERSEN","HE",13108655
"2409","RINIKER","P",14372946
"2410","OESER","H",14359027
"2411","FIORENTINO","M",13225405
"2412","BARGY","P",13202130
"2413","WESENER","G",13200137
"2414","ARDAO","AR",13189126
"2415","PERUSI","A",13172046
"2416","BERNSTEIN","H",13119887
"2417","GRAUBARD","DJ",13118220
"2418","CONWAY","H",13114537
"2419","COSTE","F",13156289
"2420","RICHARDS","HJ",13119162
"2421","FENNEY","R",13110053
"2422","WILD","H",13137052
"2423","MURINEDUU","A",13121831
"2424","MATTIOLI-FOGGIA","C",13216046
"2425","WARREN","RF",13093970
"2426","DE LIMA","EV",13182096
"2427","ROCHER","HL",13106169
"2428","LASSERRE","C",13106168
"2429","ASHLEY","FL",13073480
"2430","HILL","EJ",13055481
"2431","LAUFER","M",13067082
"2432","PEREGALLI","PF",13066223
"2433","BRUNE","W",13068061
"2434","MOORHEAD","JJ",13030939
"2435","ANDRE-THOMAS",NA,13055790
"2436","PFLUGER","W",13078465
"2437","TILLEY","AR",13038990
"2438","SALVINI","L",13155840
"2439","SCHENCK","E",13141810
"2440","FINCK","KW",13102057
"2441","MOBERG","E",13091862
"2442","LORIN","J",13081271
"2443","BAUMGART","R",13050079
"2444","SCHOLZ","O",13050078
"2445","GANNON","JA",13001409
"2446","MATTHEWS","DN",13003797
"2447","GRANT","GH",13009631
"2448","HUFFSTADT","AJ",13013446
"2449","JAMES","J",13038178
"2450","MASON","ML",14952122
"2451","WALLER","JI",12991360
"2452","KIRK","JE",12983343
"2453","JAMES","J",12994350
"2454","RICHARDS","HJ",14935247
"2455","BISGAARD-FRANTZEN","H",14958968
"2456","RITCHEY","SJ",14931773
"2457","LORIN","J",12982105
"2458","JOLICOEUR","A",12982024
"2459","TANZER","RC",14929323
"2460","BAXTER","H",14911373
"2461","BEIGLBOCK","W",14919492
"2462","VENTURA","VE",14953727
"2463","FRANCHINI","C",14949502
"2464","HAMLIN","E",14895150
"2465","WILFERT","F",13039543
"2466","STEINBERG","CL",14868250
"2467","ISELIN","M",14891690
"2468","KRAMER","W",14899542
"2469","MORGANO","G",14942279
"2470","SHAW","MH",14886577
"2471","REIFFERSCHEID","M",14890507
"2472","GOLDING","JS",14864205
"2473","ROSS","JA",14847489
"2474","GOSSET","J",14866351
"2475","RABBONI","F",14883741
"2476","PADOVANI","P",14866314
"2477","HERZOG","EG",14842066
"2478","DESPLAS","B",14852579
"2479","HANFSTAENGL","E",14842536
"2480","GOSSET","J",14842758
"2481","ISELIN","M",14842739
"2482","CHEVALIER","CH",14842738
"2483","LAANE","CL",14827187
"2484","SODERBERG","L",14894191
"2485","BUTTURINI","U",14815518
"2486","BAXTER","H",14792428
"2487","BUFF","HU",14784276
"2488","DEROT","M",14792297
"2489","BOLGERT","M",14781837
"2490","FLANDIN","C",15426950
"2491","EXNER","G",15438971
"2492","WENZL","M",15431599
"2493","RUMMELHARDT","S",15431622
"2494","PAILLOT","J",15441814
"2495","GRAY","GA",15404478
